"","V1","V2","V3"
"1",0.436871325908582,0.215014398583042,0.348114275508376
"2",0.731961634370595,0.0909294670547756,0.177108898574629
"3",0.208439641891219,0.442987802397554,0.348572555711227
"4",0.33907063175812,0.522005271484959,0.138924096756921
"5",0.0175163989233321,0.611659347319901,0.370824253756767
"6",0.347255314790539,0.119776832095477,0.532967853113985
"7",0.137658171303379,0.302200271871376,0.560141556825244
"8",0.266351752533182,0.281370355340296,0.452277892126521
"9",0.371739998689134,0.547412246675801,0.0808477546350643
"10",0.138266995388803,0.141622029841193,0.720110974770004
"11",0.0968117099015665,0.877978160644217,0.0252101294542163
"12",0.329626893423392,0.493356515245128,0.17701659133148
"13",0.508426935067476,0.408224111651615,0.0833489532809091
"14",0.312785011781814,0.291204176335236,0.39601081188295
"15",0.579852169137797,0.418339078427794,0.00180875243440881
"16",0.0175144331620156,0.484405232281097,0.498080334556888
"17",0.159765247498459,0.756057601077178,0.0841771514243627
"18",0.135993396230668,0.263213987861574,0.600792615907758
"19",0.182780154156757,0.714352561350035,0.102867284493209
"20",0.562848229979144,0.372074315636587,0.0650774543842686
"21",0.334293650885198,0.355238494271292,0.31046785484351
"22",0.2074040178611,0.193611959814858,0.598984022324043
"23",0.340862761380784,0.0817021559644914,0.577435082654724
"24",0.572376209449227,0.273054583464947,0.154569207085825
"25",0.0630807323353881,0.660254963946421,0.276664303718191
"26",0.758579058885853,0.0760194128152705,0.165401528298877
"27",0.79366136799464,0.138192262654236,0.0681463693511241
"28",0.0718999004954828,0.756144235834932,0.171955863669585
"29",0.0981238680698849,0.149877345706575,0.75199878622354
"30",0.409410929810866,0.52304330000242,0.0675457701867145
"31",0.748058776803901,0.249600466864472,0.00234075633162689
"32",0.481285421817085,0.290072829791491,0.228641748391424
"33",0.578739581354551,0.339617476470648,0.0816429421748004
"34",0.0133275188198521,0.957584634158947,0.0290878470212009
"35",0.0724999962257086,0.896309866983288,0.0311901367910039
"36",0.150744807827639,0.490586097598226,0.358669094574135
"37",0.658708952125473,0.0617008057577818,0.279590242116746
"38",0.449138033893535,0.290372229303887,0.260489736802578
"39",0.479741060716162,0.486776221094349,0.033482718189489
"40",0.134007004498821,0.199335081846245,0.666657913654934
"41",0.097755910986295,0.573488418119705,0.328755670894
"42",0.414221607193852,0.539259201602939,0.046519191203209
"43",0.649517107011448,0.326101434248917,0.0243814587396352
"44",0.208599123903587,0.584738241714484,0.206662634381929
"45",0.30210473769691,0.212545398748536,0.485349863554554
"46",0.291454301969522,0.370084947964417,0.338460750066061
"47",0.634215914266421,0.301844610264228,0.0639394754693513
"48",0.0115166443651358,0.155705340190673,0.832778015444191
"49",0.302365990055565,0.546564565289851,0.151069444654584
"50",0.0941069622329438,0.202991030469031,0.702902007298025
"51",0.262930609815187,0.319668872429768,0.417400517755045
"52",0.123268047671863,0.662742786742114,0.213989165586023
"53",0.699473927806669,0.186713967919363,0.113812104273967
"54",0.293585389216172,0.669496251289268,0.0369183594945595
"55",0.418969189709706,0.10909979970471,0.471931010585584
"56",0.44888324844226,0.370654132399471,0.180462619158269
"57",0.364924141511247,0.232356229259425,0.402719629229329
"58",0.20451319316244,0.0534733024014883,0.742013504436072
"59",0.358568884426066,0.283868580704316,0.357562534869618
"60",0.357860365321484,0.164750006326775,0.477389628351741
"61",0.119833217786631,0.819914187069265,0.0602525951441037
"62",0.302563765639349,0.0726860558191165,0.624750178541534
"63",0.182038437879231,0.725071738147079,0.0928898239736896
"64",0.151843307430772,0.725094446221117,0.12306224634811
"65",0.0127675892262723,0.249895728323162,0.737336682450565
"66",0.217175639057026,0.508353798248495,0.274470562694479
"67",0.14997667525849,0.606990516537905,0.243032808203605
"68",0.667284320715343,0.0353975078150687,0.297318171469588
"69",0.429820393628494,0.317805848951608,0.252373757419898
"70",0.440296258906444,0.324096170611902,0.235607570481654
"71",0.513086814992099,0.0124153268896183,0.474497858118283
"72",0.161536061917116,0.48643870931977,0.352025228763114
"73",0.145391242485381,0.44002515167516,0.414583605839459
"74",0.149140090042379,0.743050419800505,0.107809490157116
"75",0.115648448125191,0.697817061909365,0.186534489965444
"76",0.512434735477313,0.153108239447728,0.33445702507496
"77",0.176590435208543,0.503310197750966,0.320099367040491
"78",0.763710267943222,0.0371130396307586,0.199176692426019
"79",0.0828771482423742,0.0832286555575166,0.833894196200109
"80",0.538257979470713,0.211708922911732,0.250033097617554
"81",0.579830220398371,0.366766890629431,0.0534028889721987
"82",0.14182252779547,0.639272690196843,0.218904782007687
"83",0.522735197134628,0.296997351128277,0.180267451737095
"84",0.146570005664198,0.735052184995721,0.11837780934008
"85",0.415845815323424,0.387362126625481,0.196792058051095
"86",0.0389814446149112,0.044176463064345,0.916842092320744
"87",0.456861782706013,0.465968673178277,0.0771695441157099
"88",0.637323766675067,0.147871303916091,0.214804929408841
"89",0.239924918915626,0.391500623447087,0.368574457637287
"90",0.626288693642442,0.102202152225396,0.271509154132162
"91",0.571687593861383,0.0209415266398178,0.407370879498799
"92",0.171833493293372,0.112695753321868,0.71547075338476
"93",0.946892061413715,0.00966642739024945,0.0434415111960357
"94",0.532523534936161,0.0853731016288136,0.382103363435025
"95",0.195654174135683,0.339810655409509,0.464535170454808
"96",0.841213285016595,0.108553761470925,0.0502329535124801
"97",0.737656887032781,0.0856037479537929,0.176739365013426
"98",0.20874962345881,0.170011534628132,0.621238841913058
"99",0.149746829360002,0.478404132017582,0.371849038622416
"100",0.140018749720631,0.47964347075748,0.380337779521888
"101",0.101562921249447,0.385641718822846,0.512795359927707
"102",0.596487163976169,0.188203929982141,0.21530890604169
"103",0.305190861933312,0.183875475087858,0.51093366297883
"104",0.829080732797545,0.0128690428656798,0.158050224336776
"105",0.337305313438657,0.526648601577158,0.136046084984185
"106",0.361302843652572,0.310441767126466,0.328255389220962
"107",0.0768123751676334,0.697674276412987,0.22551334841938
"108",0.498014115083406,0.259206627900012,0.242779257016582
"109",0.495991033711784,0.387776951901547,0.116232014386669
"110",0.162395643600402,0.671773536140234,0.165830820259364
"111",0.227470490362118,0.637625750628735,0.134903759009147
"112",0.241622733229404,0.639187359917826,0.11918990685277
"113",0.375185890945513,0.319109431811379,0.305704677243108
"114",0.0708827689104523,0.313797341850499,0.615319889239049
"115",0.564517898949872,0.0393055489831813,0.396176552066947
"116",0.563914353729739,0.280948298694312,0.155137347575949
"117",0.148964728903527,0.288522543175667,0.562512727920806
"118",0.320922792932875,0.163035425251024,0.5160417818161
"119",0.00267380472696621,0.655684782366795,0.341641412906239
"120",0.54864767074074,0.146386212622533,0.304966116636727
"121",0.162880235365771,0.588196600300341,0.248923164333888
"122",0.334292993006202,0.130618022301074,0.535088984692724
"123",0.297321057080628,0.2846144687726,0.418064474146772
"124",0.7768376725822,0.0594607009620877,0.163701626455712
"125",0.539489225586313,0.332799368645106,0.127711405768582
"126",0.121067845408404,0.804703900355118,0.074228254236478
"127",0.239844830106765,0.133785601424678,0.626369568468557
"128",0.767032483904164,0.225625169815135,0.00734234628070085
"129",0.425543927193831,0.53823115730131,0.0362249155048584
"130",0.198723963189136,0.467644315404937,0.333631721405927
"131",0.147516473632335,0.595715423034592,0.256768103333073
"132",0.415430602811389,0.374171566180479,0.210397831008133
"133",0.0288726542241071,0.376605204654684,0.594522141121209
"134",0.139665235754845,0.369115453303659,0.491219310941496
"135",0.202074194432181,0.469373223489809,0.32855258207801
"136",0.0911826891496431,0.139912186062043,0.768905124788314
"137",0.156978112399425,0.117716278620046,0.725305608980529
"138",0.152180099683059,0.743361033819098,0.104458866497843
"139",0.282684406831507,0.610570627746881,0.106744965421612
"140",0.117563080583449,0.221553671784517,0.660883247632034
"141",0.406979097765914,0.236001783729335,0.357019118504751
"142",0.180715730202445,0.400958711337585,0.418325558459971
"143",0.153289810870871,0.728274543386365,0.118435645742765
"144",0.131893345576822,0.321833047271797,0.546273607151381
"145",0.404103773959502,0.0188229800566201,0.577073245983878
"146",0.231521832465572,0.466813925309902,0.301664242224526
"147",0.527402872392184,0.151247745019997,0.321349382587819
"148",0.0076891582007711,0.914857420600322,0.0774534211989069
"149",0.0816144916582866,0.614972593256507,0.303412915085206
"150",0.403631380770275,0.101421298958322,0.494947320271403
"151",0.0469626812441074,0.330635919153618,0.622401399602275
"152",0.263262550711662,0.428322259576044,0.308415189712294
"153",0.25337018053051,0.594441667777554,0.152188151691935
"154",0.79936277212789,0.0980153001277318,0.102621927744378
"155",0.15758369319687,0.303230535572761,0.53918577123037
"156",0.208376878436199,0.708348748209556,0.0832743733542447
"157",0.258930942829703,0.182632277521179,0.558436779649118
"158",0.427718718518333,0.431311401438908,0.140969880042759
"159",0.429323414485218,0.465906180516031,0.104770404998751
"160",0.733566568627227,0.247969721289811,0.0184637100829618
"161",0.629861466160258,0.201235628875292,0.16890290496445
"162",0.152647737381473,0.444171072053847,0.40318119056468
"163",0.570742043705134,0.206971429233452,0.222286527061414
"164",0.256891234653075,0.276899001405827,0.466209763941098
"165",0.0621132263914475,0.647977436766244,0.289909336842308
"166",0.26920707473723,0.382582045831149,0.348210879431621
"167",0.399615060705068,0.381817571220548,0.218567368074384
"168",0.374877120712974,0.464341120822186,0.160781758464841
"169",0.46787003378817,0.261961592504412,0.270168373707418
"170",0.266569749548143,0.47317698372709,0.260253266724767
"171",0.681398888666448,0.223313048855065,0.0952880624784865
"172",0.359194608135103,0.59504615464531,0.0457592372195866
"173",0.334672063879031,0.295724133876854,0.369603802244115
"174",0.253981321614037,0.119443216755155,0.626575461630808
"175",0.490536700848866,0.0629801609595243,0.44648313819161
"176",0.522169943403702,0.166857433292797,0.310972623303501
"177",0.20222288987448,0.166308660362175,0.631468449763345
"178",0.00687794764836447,0.7858110347818,0.207311017569835
"179",0.870260444928189,0.0395718058102876,0.0901677492615239
"180",0.635321734184418,0.0982526970602469,0.266425568755336
"181",0.386675815278045,0.481759058615758,0.131565126106197
"182",0.254698879332061,0.574538587364961,0.170762533302977
"183",0.153088875165085,0.138573824096406,0.708337300738508
"184",0.466927136011768,0.471661692633119,0.0614111713551131
"185",0.429583529378479,0.324760776150019,0.245655694471502
"186",0.176711438564291,0.181333732865413,0.641954828570296
"187",0.534217184954214,0.394813375377203,0.070969439668583
"188",0.564649145440103,0.122585724340444,0.312765130219453
"189",0.633425966657777,0.286675530221173,0.0798985031210504
"190",0.378520290768705,0.0047927640052386,0.616686945226057
"191",0.341622852442199,0.269494305220845,0.388882842336956
"192",0.519022022984188,0.284550195383686,0.196427781632126
"193",0.0451416118963492,0.182874974146053,0.771983413957598
"194",0.250190119607311,0.00321129955875817,0.746598580833931
"195",0.0294934015738423,0.708540882183151,0.261965716243007
"196",0.409525477108125,0.222111185576688,0.368363337315187
"197",0.234516896684216,0.12055330446497,0.644929798850814
"198",0.551594024187448,0.400976671733337,0.0474293040792146
"199",0.0687022352727212,0.844174786314696,0.0871229784125832
"200",0.390597566242485,0.401578029885109,0.207824403872406
"201",0.315746925228256,0.3527672901317,0.331485784640045
"202",0.254226809762638,0.527746772434333,0.218026417803028
"203",0.114857014521245,0.507182650715993,0.377960334762762
"204",0.142757577384457,0.127178262952843,0.7300641596627
"205",0.667931237656851,0.0687757093628749,0.263293052980274
"206",0.837223742461185,0.0818804942386979,0.0808957633001175
"207",0.524967197294852,0.296318021427246,0.178714781277903
"208",0.703934037070568,0.0304647095501517,0.26560125337928
"209",0.315168425320144,0.104634282582577,0.580197292097279
"210",0.205391384528914,0.442251708704693,0.352356906766393
"211",0.360047247527505,0.118073793325786,0.521878959146708
"212",0.790692849397246,0.142758454826942,0.0665486957758118
"213",0.0857879966494741,0.723907721352473,0.190304281998053
"214",0.179435308797253,0.752155194996886,0.0684094962058613
"215",0.355527936156099,0.189967486184831,0.454504577659071
"216",0.186991480915982,0.119093289165344,0.693915229918674
"217",0.539813220137454,0.025476305659648,0.434710474202898
"218",0.150764763246605,0.0811852687475673,0.768049968005827
"219",0.210267902998074,0.0707321467796464,0.718999950222279
"220",0.357776401947276,0.47693487995509,0.165288718097634
"221",0.678032740081941,0.195375148915334,0.126592111002725
"222",0.00620148958218658,0.0394222849124412,0.954376225505372
"223",0.140974254349972,0.715841901490683,0.143183844159345
"224",0.938802935770236,0.0455529780737206,0.0156440861560433
"225",0.702337089857762,0.0393357769601392,0.258327133182099
"226",0.583547696540908,0.188119974440879,0.228332329018214
"227",0.432201547176445,0.511324399887872,0.0564740529356834
"228",0.497335560154703,0.15146708340849,0.351197356436807
"229",0.218335228843269,0.756271548901595,0.0253932222551357
"230",0.373907052443552,0.531569512402539,0.0945234351539096
"231",0.151683036486551,0.58396440108017,0.264352562433279
"232",0.20222050240534,0.278100854452844,0.519678643141816
"233",0.922970285201234,0.0344876401785814,0.0425420746201849
"234",0.0171106293796732,0.599286220554923,0.383603150065404
"235",0.346011130214017,0.638626862298829,0.0153620074871538
"236",0.276043428454182,0.285705795071695,0.438250776474124
"237",0.560029285911757,0.22242970348704,0.217541010601203
"238",0.608501153787364,0.108208386058941,0.283290460153695
"239",0.265172002378406,0.196149928593814,0.53867806902778
"240",0.5190531792248,0.161913452608208,0.319033368166992
"241",0.342374012201277,0.285750092935238,0.371875894863485
"242",0.121585849401302,0.0613843425554789,0.817029808043219
"243",0.302713607181092,0.682588897475054,0.014697495343854
"244",0.207206502030123,0.716720578839816,0.0760729191300606
"245",0.722049900380273,0.0750503115827132,0.202899788037014
"246",0.0100038854347946,0.88491474853431,0.105081366030895
"247",0.270401820480741,0.57893363786956,0.150664541649699
"248",0.360609401916626,0.107543179179447,0.531847418903927
"249",0.0229291382974813,0.62571730856825,0.351353553134268
"250",0.267107703758828,0.00458295359068959,0.728309342650482
"251",0.0937306295966698,0.160203385100494,0.746065985302837
"252",0.418359661126383,0.311161521488128,0.270478817385488
"253",0.0101601358541155,0.686119067900598,0.303720796245286
"254",0.407748622906216,0.0498810435547196,0.542370333539064
"255",0.0254519413549303,0.22806698491272,0.74648107373235
"256",0.723598442765745,0.00904898906097222,0.267352568173283
"257",0.600063848236125,0.110279146950479,0.289657004813396
"258",0.00146568596835783,0.657179112984533,0.341355201047109
"259",0.286724591076723,0.534029800279935,0.179245608643342
"260",0.159853725666166,0.581344689412516,0.258801584921318
"261",0.404387767878309,0.480649856683996,0.114962375437695
"262",0.192288304955273,0.304809542457642,0.502902152587086
"263",0.190777444064441,0.355570178960966,0.453652376974593
"264",0.365336637297952,0.242779962712065,0.391883399989983
"265",0.189889073697052,0.142436455200542,0.667674471102406
"266",0.485993759980492,0.448949527400268,0.0650567126192407
"267",0.138072772572861,0.0284514948284544,0.833475732598684
"268",0.0773482228624941,0.432551501204496,0.49010027593301
"269",0.483811170852615,0.434725934762375,0.08146289438501
"270",0.0034632125351487,0.32061354968444,0.675923237780411
"271",0.360814800454363,0.535196009625384,0.103989189920254
"272",0.553551150531312,0.416989146590892,0.0294597028777959
"273",0.878716460835941,0.0171945588170813,0.104088980346978
"274",0.0586518336739762,0.913123743857172,0.0282244224688518
"275",0.000447026602373057,0.685589519720179,0.313963453677448
"276",0.214636239238101,0.197620797920219,0.58774296284168
"277",0.568904377952011,0.110261129487937,0.320834492560052
"278",0.531217974276622,0.140503537360197,0.32827848836318
"279",0.114304185601839,0.0894847696242312,0.79621104477393
"280",0.252306966611454,0.490599973687608,0.257093059700938
"281",0.37053000944654,0.279868586918146,0.349601403635314
"282",0.230610141878736,0.495573225074472,0.273816633046792
"283",0.215146270716099,0.24552602508488,0.539327704199021
"284",0.411957489311839,0.381094929348637,0.206947581339524
"285",0.338188122177588,0.521992914939547,0.139818962882865
"286",0.00766945235915961,0.961365360746598,0.0309651868942423
"287",0.186892290123943,0.135247759165921,0.677859950710136
"288",0.392429040072681,0.417980487228527,0.189590472698792
"289",0.619719964889408,0.344006658954498,0.0362733761560946
"290",0.0828540403315156,0.231322400541291,0.685823559127193
"291",0.590520568533429,0.337001738692222,0.0724776927743489
"292",0.0456522525400358,0.111623717367011,0.842724030092954
"293",0.492190786289798,0.275225976366512,0.23258323734369
"294",0.236391304573446,0.741974530419282,0.0216341650072723
"295",0.876141715375703,0.0539928081367835,0.0698654764875135
"296",0.0548794150339638,0.0340480923386611,0.911072492627375
"297",0.027450210080817,0.52401053373304,0.448539256186143
"298",0.206852986232011,0.121011654208697,0.672135359559292
"299",0.683123355423946,0.14922706988072,0.167649574695334
